Type               ,Version            ,S/N                ,Region             ,
LT24V080A          ,P3.4               ,PI504425           ,US                 ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    600,     68,OPP    ,      0,      0,    5.0,  2.250,    5.0,      4,      0,     64,    4.0,     25,     60,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   4650,  59225, -54575,   5756,    126,      0,     36,      0,    272,    788,  20317,   1077,      0,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,
    185,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.18,     80,     68,      1,      1,   0.03,Part ch,       ,03/13/2022 07:12:00,03/13/2022 07:13:00,      0,
    184,                   ,    600,     24,     68,       ,OPP    ,     25,   2.00,   2.43,     30,     68,     39,     29,   0.87,Full ch,       ,03/14/2022 01:56:00,03/14/2022 06:43:00,      0,
    183,                   ,    600,     24,     68,       ,OPP    ,     31,   2.01,   2.43,     30,     68,     10,      8,   0.25,Full ch,       ,03/14/2022 06:46:00,03/14/2022 06:57:00,      0,
    182,                   ,    600,     24,     68,       ,OPP    ,     15,   1.98,   2.37,     80,     68,     13,     17,   0.50,Part ch,       ,03/14/2022 07:53:00,03/14/2022 08:06:00,      0,
    181,                   ,    600,     24,     68,       ,OPP    ,     46,   2.04,   2.42,     79,     68,     10,     13,   0.39,Part ch,       ,03/14/2022 08:10:00,03/14/2022 08:21:00,      0,
    180,                   ,    600,     24,     68,       ,OPP    ,      9,   1.97,   2.40,     79,     68,     27,     36,   1.04,Part ch,DF4    ,03/14/2022 09:53:00,03/14/2022 10:22:00,   4096,
    179,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.28,     78,     68,     10,     14,   0.39,Part ch,DF4    ,03/14/2022 11:32:00,03/14/2022 11:43:00,   4096,
    178,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.32,     79,     68,     41,     54,   1.51,Part ch,DF4    ,03/14/2022 12:53:00,03/14/2022 13:34:00,   4096,
    177,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.24,     79,     68,     10,     13,   0.37,Part ch,DF4    ,03/14/2022 15:19:00,03/14/2022 15:29:00,   4096,
    176,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.33,     79,     68,     53,     71,   1.99,Part ch,DF4    ,03/14/2022 16:23:00,03/14/2022 17:17:00,   4096,
    175,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.43,     30,     68,    126,    135,   3.90,Full ch,DF4    ,03/14/2022 19:40:00,03/15/2022 06:59:00,   4096,
    174,                   ,    600,     24,     68,       ,OPP    ,     25,   2.00,   2.44,     47,     68,     17,     19,   0.57,Part ch,       ,03/15/2022 07:45:00,03/15/2022 08:03:00,      0,
    173,                   ,    600,     24,     68,       ,OPP    ,     50,   2.04,   2.43,     33,     68,      8,      6,   0.19,Full ch,       ,03/15/2022 10:17:00,03/15/2022 10:26:00,      0,
    172,                   ,    600,     24,     68,       ,OPP    ,     11,   1.97,   2.22,     79,     68,      3,      4,   0.10,Part ch,       ,03/15/2022 12:52:00,03/15/2022 12:56:00,      0,
    171,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.40,     80,     68,     48,     63,   1.80,Part ch,       ,03/15/2022 13:35:00,03/15/2022 14:23:00,      0,
    170,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.43,     30,     68,     94,    101,   2.91,Full ch,DF4    ,03/15/2022 16:23:00,03/15/2022 18:39:00,   4096,
    169,                   ,    600,     24,     68,       ,OPP    ,     19,   1.98,   2.44,     30,     68,     64,     68,   1.96,Full ch,       ,03/16/2022 02:17:00,03/16/2022 03:30:00,      0,
    168,                   ,    600,     24,     68,       ,OPP    ,     57,   2.07,   2.43,     30,     68,      9,      7,   0.21,Full ch,       ,03/16/2022 03:36:00,03/16/2022 06:55:00,      0,
    167,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,     31,     68,     23,     23,   0.69,Full ch,       ,03/16/2022 07:41:00,03/16/2022 08:09:00,      0,
    166,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.39,     79,     68,     27,     36,   1.02,Part ch,       ,03/16/2022 09:53:00,03/16/2022 10:21:00,      0,
    165,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.24,     80,     68,      7,     10,   0.27,Part ch,DF4    ,03/16/2022 12:07:00,03/16/2022 12:15:00,   4096,
    164,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.30,     80,     68,     39,     52,   1.46,Part ch,DF4    ,03/16/2022 12:56:00,03/16/2022 13:37:00,   4096,
    163,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.22,     80,     68,     10,     14,   0.39,Part ch,DF4    ,03/16/2022 15:16:00,03/16/2022 15:27:00,   4096,
    162,                   ,    600,     24,     68,       ,OPP    ,      5,   1.92,   2.34,     80,     68,     59,     79,   2.19,Part ch,DF4    ,03/16/2022 16:22:00,03/16/2022 17:21:00,   4096,
    161,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.43,     30,     68,    127,    135,   3.91,Full ch,       ,03/16/2022 19:40:00,03/17/2022 06:53:00,      0,
    160,                   ,    600,     24,     68,       ,OPP    ,     40,   2.02,   2.43,     30,     68,     26,     25,   0.75,Full ch,       ,03/17/2022 07:43:00,03/17/2022 08:15:00,      0,
    159,                   ,    600,     24,     68,       ,OPP    ,     16,   1.98,   2.41,     79,     68,     27,     36,   1.02,Part ch,       ,03/17/2022 09:56:00,03/17/2022 10:24:00,      0,
    158,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.26,     79,     68,      6,      8,   0.22,Part ch,       ,03/17/2022 12:01:00,03/17/2022 12:08:00,      0,
    157,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.33,     80,     68,     39,     52,   1.47,Part ch,DF4    ,03/17/2022 12:55:00,03/17/2022 13:35:00,   4096,
    156,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.26,     79,     68,     22,     29,   0.79,Part ch,DF4    ,03/17/2022 15:15:00,03/17/2022 15:37:00,   4096,
    155,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.43,     30,     68,    120,    131,   3.75,Full ch,DF4    ,03/17/2022 16:22:00,03/17/2022 20:05:00,   4096,
    154,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     30,     68,     38,     25,   0.74,Full ch,       ,03/18/2022 01:57:00,03/18/2022 06:57:00,      0,
    153,                   ,    600,     24,     68,       ,OPP    ,     22,   1.99,   2.44,     50,     68,     31,     38,   1.11,Part ch,       ,03/18/2022 09:53:00,03/18/2022 10:24:00,      0,
    152,                   ,    600,     24,     68,       ,OPP    ,      9,   1.97,   2.66,      0,     68,     39,     51,   1.45,Full ch,DF4    ,03/18/2022 12:54:00,03/18/2022 13:34:00,  20480,
    151,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,     39,     68,     94,    114,   3.26,Full ch,DF4    ,03/18/2022 16:19:00,03/18/2022 17:54:00,   4096,
    150,                   ,    600,     24,     68,       ,OPP    ,     16,   1.98,   2.43,     30,     68,     80,     84,   2.43,Full ch,       ,03/19/2022 02:30:00,03/19/2022 09:04:00,      0,
    149,                   ,    600,     24,     68,       ,OPP    ,     32,   2.01,   2.43,     36,     68,     22,     24,   0.70,Part ch,       ,03/19/2022 10:07:00,03/19/2022 10:30:00,      0,
    148,                   ,    600,     24,     68,       ,OPP    ,     15,   1.98,   2.42,     80,     68,     38,     50,   1.44,Part ch,       ,03/19/2022 13:26:00,03/19/2022 14:04:00,      0,
    147,                   ,    600,     24,     68,       ,OPP    ,     30,   2.01,   2.44,     31,     68,     55,     57,   1.68,Full ch,       ,03/19/2022 16:14:00,03/19/2022 17:11:00,      0,
    146,                   ,    600,     24,     68,       ,OPP    ,     25,   2.00,   2.43,     30,     68,     41,     40,   1.18,Full ch,       ,03/20/2022 00:12:00,03/21/2022 03:23:00,      0,
    145,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     30,     68,     34,     30,   0.88,Full ch,       ,03/21/2022 03:38:00,03/21/2022 06:57:00,      0,
    144,                   ,    600,     24,     68,       ,OPP    ,     17,   1.98,   2.43,     32,     68,     23,     22,   0.66,Full ch,       ,03/21/2022 07:53:00,03/21/2022 08:17:00,      0,
    143,                   ,    600,     24,     68,       ,OPP    ,     10,   1.97,   2.44,     52,     68,     29,     37,   1.09,Part ch,       ,03/21/2022 09:54:00,03/21/2022 10:24:00,      0,
    142,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.27,     79,     68,      6,      8,   0.24,Part ch,DF4    ,03/21/2022 11:36:00,03/21/2022 11:43:00,   4096,
    141,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.33,     80,     68,     38,     50,   1.41,Part ch,DF4    ,03/21/2022 12:56:00,03/21/2022 13:35:00,   4096,
    140,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.29,     79,     68,     26,     35,   0.97,Part ch,DF4    ,03/21/2022 14:55:00,03/21/2022 15:22:00,   4096,
    139,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.43,     30,     68,    107,    122,   3.51,Full ch,DF4    ,03/21/2022 16:21:00,03/21/2022 20:16:00,   4096,
    138,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.43,     32,     68,     45,     49,   1.43,Full ch,       ,03/22/2022 02:33:00,03/22/2022 06:53:00,      0,
    137,                   ,    600,     24,     68,       ,OPP    ,     27,   2.00,   2.43,     48,     68,     21,     25,   0.74,Part ch,       ,03/22/2022 07:54:00,03/22/2022 08:15:00,      0,
    136,                   ,    600,     24,     68,       ,OPP    ,     15,   1.98,   2.40,     79,     68,     26,     35,   0.99,Part ch,       ,03/22/2022 09:55:00,03/22/2022 10:22:00,      0,
    135,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.25,     79,     68,     10,     14,   0.39,Part ch,DF4    ,03/22/2022 11:44:00,03/22/2022 11:55:00,   4096,
    134,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.32,     79,     68,     40,     53,   1.49,Part ch,DF4    ,03/22/2022 12:54:00,03/22/2022 13:35:00,   4096,
    133,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.31,     80,     68,     38,     51,   1.43,Part ch,DF4    ,03/22/2022 15:10:00,03/22/2022 15:49:00,   4096,
    132,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.43,     40,     68,     62,     73,   2.12,Full ch,       ,03/22/2022 16:22:00,03/22/2022 17:25:00,      0,
    131,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.44,     30,     68,     10,      8,   0.24,Full ch,       ,03/23/2022 01:25:00,03/23/2022 01:58:00,      0,
    130,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     31,     68,      5,      4,   0.13,Full ch,       ,03/23/2022 02:04:00,03/23/2022 06:03:00,      0,
    129,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     30,     68,     11,      9,   0.28,Full ch,       ,03/23/2022 06:08:00,03/23/2022 06:53:00,      0,
    128,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.43,     30,     68,     23,     20,   0.59,Full ch,       ,03/23/2022 07:38:00,03/23/2022 08:12:00,      0,
    127,                   ,    600,     24,     68,       ,OPP    ,     17,   1.98,   2.43,     69,     68,     27,     35,   1.03,Part ch,       ,03/23/2022 09:56:00,03/23/2022 10:24:00,      0,
    126,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.44,     77,     68,     12,     17,   0.49,Part ch,       ,03/23/2022 11:27:00,03/23/2022 11:40:00,      0,
    125,                   ,    600,     24,     68,       ,OPP    ,     30,   2.00,   2.43,     37,     68,     38,     42,   1.22,Part ch,       ,03/23/2022 12:52:00,03/23/2022 13:31:00,      0,
    124,                   ,    600,     24,     68,       ,OPP    ,     29,   2.00,   2.43,     60,     68,     16,     20,   0.59,Part ch,       ,03/23/2022 14:44:00,03/23/2022 15:00:00,      0,
    123,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     58,     68,     10,     12,   0.36,Part ch,       ,03/23/2022 16:17:00,03/23/2022 16:28:00,      0,
    122,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     30,     68,     29,     23,   0.68,Full ch,       ,03/23/2022 16:36:00,03/23/2022 17:54:00,      0,
    121,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,     30,     68,    100,    114,   3.26,Full ch,DF4    ,03/23/2022 20:27:00,03/23/2022 23:18:00,   4096,
    120,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     31,     68,      5,      5,   0.14,Full ch,       ,03/24/2022 01:28:00,03/24/2022 06:55:00,      0,
    119,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     31,     68,     16,     14,   0.43,Full ch,       ,03/24/2022 07:30:00,03/24/2022 08:07:00,      0,
    118,                   ,    600,     24,     68,       ,OPP    ,     21,   1.99,   2.43,     38,     68,     29,     33,   0.98,Part ch,       ,03/24/2022 09:54:00,03/24/2022 10:24:00,      0,
    117,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.29,     79,     68,     13,     17,   0.49,Part ch,DF4    ,03/24/2022 11:40:00,03/24/2022 11:54:00,   4096,
    116,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.44,     45,     68,     40,     50,   1.45,Full ch,       ,03/24/2022 12:54:00,03/24/2022 13:35:00,      0,
    115,                   ,    600,     24,     68,       ,OPP    ,     12,   1.97,   2.27,     80,     68,     12,     16,   0.45,Part ch,       ,03/24/2022 15:20:00,03/24/2022 15:32:00,      0,
    114,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.25,     80,     68,     10,     13,   0.37,Part ch,DF4    ,03/24/2022 16:17:00,03/24/2022 16:28:00,   4096,
    113,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,     33,     68,     96,    112,   3.20,Full ch,DF4    ,03/24/2022 17:34:00,03/24/2022 23:45:00,   4096,
    112,                   ,    600,     24,     68,       ,OPP    ,     46,   2.03,   2.45,     36,     68,      3,      2,   0.08,Full ch,       ,03/24/2022 23:46:00,03/25/2022 01:49:00,      0,
    111,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     30,     68,     10,     10,   0.30,Full ch,       ,03/25/2022 01:57:00,03/25/2022 06:45:00,      0,
    110,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.44,     30,     68,      9,      6,   0.20,Full ch,       ,03/25/2022 07:29:00,03/25/2022 07:41:00,      0,
    109,                   ,    600,     24,     68,       ,OPP    ,     27,   2.00,   2.43,     30,     68,     23,     23,   0.67,Full ch,       ,03/25/2022 07:46:00,03/25/2022 08:27:00,      0,
    108,                   ,    600,     24,     68,       ,OPP    ,     22,   1.99,   2.43,     43,     68,     27,     32,   0.95,Part ch,       ,03/25/2022 09:57:00,03/25/2022 10:24:00,      0,
    107,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.43,     30,     68,     85,     95,   2.73,Full ch,DF4    ,03/25/2022 12:13:00,03/25/2022 13:38:00,   4096,
    106,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.43,     30,     68,     79,     88,   2.51,Full ch,DF4    ,03/25/2022 16:22:00,03/25/2022 20:59:00,   4096,
    105,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.43,     30,     68,     22,     16,   0.49,Full ch,       ,03/26/2022 01:50:00,03/28/2022 06:56:00,      0,
    104,                   ,    600,     24,     68,       ,OPP    ,     22,   1.99,   2.43,     30,     68,     26,     27,   0.79,Full ch,       ,03/28/2022 07:44:00,03/28/2022 08:14:00,      0,
    103,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.43,     54,     68,     28,     36,   1.06,Part ch,       ,03/28/2022 09:54:00,03/28/2022 10:23:00,      0,
    102,                   ,    600,     24,     68,       ,OPP    ,     14,   1.97,   2.30,     79,     68,      6,      8,   0.24,Part ch,       ,03/28/2022 11:34:00,03/28/2022 11:41:00,      0,
    101,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.35,     79,     68,     39,     52,   1.47,Part ch,DF4    ,03/28/2022 12:54:00,03/28/2022 13:34:00,   4096,
    100,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.25,     79,     68,      5,      7,   0.20,Part ch,DF4    ,03/28/2022 15:12:00,03/28/2022 15:18:00,   4096,
     99,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.44,     30,     68,    116,    130,   3.74,Full ch,DF4    ,03/28/2022 16:20:00,03/28/2022 23:51:00,   4096,
     98,                   ,    600,     24,     68,       ,OPP    ,     31,   2.01,   2.43,     30,     68,     44,     48,   1.40,Full ch,       ,03/29/2022 02:14:00,03/29/2022 05:59:00,      0,
     97,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.44,     61,     68,      4,      5,   0.14,Part ch,       ,03/29/2022 06:53:00,03/29/2022 06:57:00,      0,
     96,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.43,     30,     68,     21,     20,   0.58,Full ch,       ,03/29/2022 07:39:00,03/29/2022 08:10:00,      0,
     95,                   ,    600,     24,     68,       ,OPP    ,     30,   2.01,   2.43,     41,     68,     28,     34,   0.99,Part ch,       ,03/29/2022 09:53:00,03/29/2022 10:22:00,      0,
     94,                   ,    600,     24,     68,       ,OPP    ,     18,   1.98,   2.27,     79,     68,      8,     10,   0.30,Part ch,       ,03/29/2022 11:41:00,03/29/2022 11:50:00,      0,
     93,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.35,     79,     68,     40,     54,   1.51,Part ch,DF4    ,03/29/2022 12:56:00,03/29/2022 13:37:00,   4096,
     92,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.23,     80,     68,      4,      6,   0.16,Part ch,DF4    ,03/29/2022 15:53:00,03/29/2022 15:58:00,   4096,
     91,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.43,     56,     68,     92,    119,   3.41,Part ch,DF4    ,03/29/2022 16:22:00,03/29/2022 17:55:00,   4096,
     90,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     30,     68,     47,     31,   0.90,Full ch,       ,03/30/2022 01:51:00,03/30/2022 06:58:00,      0,
     89,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     30,     68,     29,     25,   0.74,Full ch,       ,03/30/2022 07:36:00,03/30/2022 08:10:00,      0,
     88,                   ,    600,     24,     68,       ,OPP    ,     14,   1.97,   2.37,     80,     68,     36,     48,   1.37,Part ch,       ,03/30/2022 13:00:00,03/30/2022 13:37:00,      0,
     87,                   ,    600,     24,     68,       ,OPP    ,     12,   1.97,   2.27,     79,     68,     13,     17,   0.49,Part ch,       ,03/30/2022 15:23:00,03/30/2022 15:37:00,      0,
     86,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.43,     30,     68,     96,    101,   2.92,Full ch,       ,03/30/2022 16:20:00,03/30/2022 21:12:00,      0,
     85,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.43,     30,     68,     18,     15,   0.45,Full ch,       ,03/31/2022 02:09:00,03/31/2022 06:38:00,      0,
     84,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,     30,     68,     24,     24,   0.71,Full ch,       ,03/31/2022 07:30:00,03/31/2022 08:08:00,      0,
     83,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.44,     43,     68,     29,     35,   1.03,Full ch,       ,03/31/2022 09:52:00,03/31/2022 10:22:00,      0,
     82,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.27,     79,     68,      7,      9,   0.26,Part ch,       ,03/31/2022 11:52:00,03/31/2022 12:00:00,      0,
     81,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.34,     80,     68,     39,     52,   1.46,Part ch,DF4    ,03/31/2022 12:53:00,03/31/2022 13:33:00,   4096,
     80,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,     30,     68,    117,    130,   3.73,Full ch,DF4    ,03/31/2022 16:19:00,03/31/2022 21:16:00,   4096,
     79,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     41,     68,    230,    139,   4.09,Full ch,DF7    ,04/01/2022 02:02:00,04/01/2022 07:01:00,    256,
     78,                   ,    600,     24,     68,       ,OPP    ,     46,   2.04,   2.43,     46,     68,    152,    102,   3.03,Full ch,DF7    ,04/01/2022 07:52:00,04/01/2022 17:11:00,    256,
     77,                   ,    600,     24,     68,       ,OPP    ,     54,   2.06,   2.43,     44,     68,    166,    107,   3.16,Full ch,DF7    ,04/01/2022 17:11:00,04/01/2022 20:55:00,    256,
     76,                   ,    600,     24,     68,       ,OPP    ,     27,   2.00,   2.33,     80,     68,     23,     30,   0.86,Part ch,       ,04/02/2022 02:13:00,04/02/2022 02:37:00,      0,
     75,                   ,    600,     24,     68,       ,OPP    ,     39,   2.02,   2.43,     46,     68,    198,    154,   4.55,Full ch,DF7    ,04/02/2022 06:50:00,04/02/2022 12:15:00,    256,
     74,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.43,     39,     68,     56,     50,   1.48,Part ch,       ,04/02/2022 12:59:00,04/02/2022 13:55:00,      0,
     73,                   ,    600,     24,     68,       ,OPP    ,     12,   1.97,   2.43,     29,     68,     75,     80,   2.31,Full ch,       ,04/02/2022 15:32:00,04/03/2022 05:03:00,      0,
     72,                   ,    600,     24,     68,       ,OPP    ,     32,   2.01,   2.43,     30,     68,     10,      9,   0.28,Full ch,       ,04/03/2022 05:09:00,04/04/2022 02:00:00,      0,
     71,                   ,    600,     24,     68,       ,OPP    ,     27,   2.00,   2.44,     65,     68,      8,     10,   0.30,Part ch,       ,04/04/2022 02:22:00,04/04/2022 02:31:00,      0,
     70,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.44,     31,     68,     12,     11,   0.32,Full ch,       ,04/04/2022 02:36:00,04/04/2022 06:54:00,      0,
     69,                   ,    600,     24,     68,       ,OPP    ,     18,   1.98,   2.43,     48,     68,     22,     27,   0.78,Part ch,       ,04/04/2022 07:53:00,04/04/2022 08:16:00,      0,
     68,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.44,     72,     68,     28,     38,   1.09,Part ch,       ,04/04/2022 09:55:00,04/04/2022 10:24:00,      0,
     67,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.26,     79,     68,      7,      9,   0.26,Part ch,DF4    ,04/04/2022 11:45:00,04/04/2022 11:53:00,   4096,
     66,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.32,     79,     68,     38,     51,   1.42,Part ch,DF4    ,04/04/2022 12:56:00,04/04/2022 13:36:00,   4096,
     65,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.24,     79,     68,     13,     18,   0.49,Part ch,DF4    ,04/04/2022 15:08:00,04/04/2022 15:22:00,   4096,
     64,                   ,    600,     24,     68,       ,OPP    ,      5,   1.91,   2.43,     30,     68,    143,    161,   4.60,Full ch,DF4    ,04/04/2022 16:23:00,04/04/2022 18:47:00,   4096,
     63,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.43,     45,     68,     50,     61,   1.77,Part ch,       ,04/05/2022 02:09:00,04/05/2022 03:00:00,      0,
     62,                   ,    600,     24,     68,       ,OPP    ,     57,   2.07,   2.43,     30,     68,     23,     17,   0.50,Full ch,       ,04/05/2022 03:12:00,04/05/2022 06:44:00,      0,
     61,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.44,     31,     68,      5,      4,   0.14,Full ch,       ,04/05/2022 06:48:00,04/05/2022 06:54:00,      0,
