Type               ,Version            ,S/N                ,Region             ,
LT24V080A          ,P3.4               ,PI504425           ,US                 ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    600,     68,OPP    ,      0,      0,    5.0,  2.250,    5.0,      4,      0,     64,    4.0,     25,     60,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   4737,  59259, -54522,   5756,    126,      0,     36,      0,    272,    792,  20317,   1077,      0,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,
    190,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.43,     54,     68,     28,     36,   1.06,Part ch,       ,03/28/2022 09:54:00,03/28/2022 10:23:00,      0,
    189,                   ,    600,     24,     68,       ,OPP    ,     14,   1.97,   2.30,     79,     68,      6,      8,   0.24,Part ch,       ,03/28/2022 11:34:00,03/28/2022 11:41:00,      0,
    188,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.35,     79,     68,     39,     52,   1.47,Part ch,DF4    ,03/28/2022 12:54:00,03/28/2022 13:34:00,   4096,
    187,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.25,     79,     68,      5,      7,   0.20,Part ch,DF4    ,03/28/2022 15:12:00,03/28/2022 15:18:00,   4096,
    186,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.44,     30,     68,    116,    130,   3.74,Full ch,DF4    ,03/28/2022 16:20:00,03/28/2022 23:51:00,   4096,
    185,                   ,    600,     24,     68,       ,OPP    ,     31,   2.01,   2.43,     30,     68,     44,     48,   1.40,Full ch,       ,03/29/2022 02:14:00,03/29/2022 05:59:00,      0,
    184,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.44,     61,     68,      4,      5,   0.14,Part ch,       ,03/29/2022 06:53:00,03/29/2022 06:57:00,      0,
    183,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.43,     30,     68,     21,     20,   0.58,Full ch,       ,03/29/2022 07:39:00,03/29/2022 08:10:00,      0,
    182,                   ,    600,     24,     68,       ,OPP    ,     30,   2.01,   2.43,     41,     68,     28,     34,   0.99,Part ch,       ,03/29/2022 09:53:00,03/29/2022 10:22:00,      0,
    181,                   ,    600,     24,     68,       ,OPP    ,     18,   1.98,   2.27,     79,     68,      8,     10,   0.30,Part ch,       ,03/29/2022 11:41:00,03/29/2022 11:50:00,      0,
    180,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.35,     79,     68,     40,     54,   1.51,Part ch,DF4    ,03/29/2022 12:56:00,03/29/2022 13:37:00,   4096,
    179,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.23,     80,     68,      4,      6,   0.16,Part ch,DF4    ,03/29/2022 15:53:00,03/29/2022 15:58:00,   4096,
    178,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.43,     56,     68,     92,    119,   3.41,Part ch,DF4    ,03/29/2022 16:22:00,03/29/2022 17:55:00,   4096,
    177,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     30,     68,     47,     31,   0.90,Full ch,       ,03/30/2022 01:51:00,03/30/2022 06:58:00,      0,
    176,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     30,     68,     29,     25,   0.74,Full ch,       ,03/30/2022 07:36:00,03/30/2022 08:10:00,      0,
    175,                   ,    600,     24,     68,       ,OPP    ,     14,   1.97,   2.37,     80,     68,     36,     48,   1.37,Part ch,       ,03/30/2022 13:00:00,03/30/2022 13:37:00,      0,
    174,                   ,    600,     24,     68,       ,OPP    ,     12,   1.97,   2.27,     79,     68,     13,     17,   0.49,Part ch,       ,03/30/2022 15:23:00,03/30/2022 15:37:00,      0,
    173,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.43,     30,     68,     96,    101,   2.92,Full ch,       ,03/30/2022 16:20:00,03/30/2022 21:12:00,      0,
    172,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.43,     30,     68,     18,     15,   0.45,Full ch,       ,03/31/2022 02:09:00,03/31/2022 06:38:00,      0,
    171,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.43,     30,     68,     24,     24,   0.71,Full ch,       ,03/31/2022 07:30:00,03/31/2022 08:08:00,      0,
    170,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.44,     43,     68,     29,     35,   1.03,Full ch,       ,03/31/2022 09:52:00,03/31/2022 10:22:00,      0,
    169,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.27,     79,     68,      7,      9,   0.26,Part ch,       ,03/31/2022 11:52:00,03/31/2022 12:00:00,      0,
    168,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.34,     80,     68,     39,     52,   1.46,Part ch,DF4    ,03/31/2022 12:53:00,03/31/2022 13:33:00,   4096,
    167,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,     30,     68,    117,    130,   3.73,Full ch,DF4    ,03/31/2022 16:19:00,03/31/2022 21:16:00,   4096,
    166,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     41,     68,    230,    139,   4.09,Full ch,DF7    ,04/01/2022 02:02:00,04/01/2022 07:01:00,    256,
    165,                   ,    600,     24,     68,       ,OPP    ,     46,   2.04,   2.43,     46,     68,    152,    102,   3.03,Full ch,DF7    ,04/01/2022 07:52:00,04/01/2022 17:11:00,    256,
    164,                   ,    600,     24,     68,       ,OPP    ,     54,   2.06,   2.43,     44,     68,    166,    107,   3.16,Full ch,DF7    ,04/01/2022 17:11:00,04/01/2022 20:55:00,    256,
    163,                   ,    600,     24,     68,       ,OPP    ,     27,   2.00,   2.33,     80,     68,     23,     30,   0.86,Part ch,       ,04/02/2022 02:13:00,04/02/2022 02:37:00,      0,
    162,                   ,    600,     24,     68,       ,OPP    ,     39,   2.02,   2.43,     46,     68,    198,    154,   4.55,Full ch,DF7    ,04/02/2022 06:50:00,04/02/2022 12:15:00,    256,
    161,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.43,     39,     68,     56,     50,   1.48,Part ch,       ,04/02/2022 12:59:00,04/02/2022 13:55:00,      0,
    160,                   ,    600,     24,     68,       ,OPP    ,     12,   1.97,   2.43,     29,     68,     75,     80,   2.31,Full ch,       ,04/02/2022 15:32:00,04/03/2022 05:03:00,      0,
    159,                   ,    600,     24,     68,       ,OPP    ,     32,   2.01,   2.43,     30,     68,     10,      9,   0.28,Full ch,       ,04/03/2022 05:09:00,04/04/2022 02:00:00,      0,
    158,                   ,    600,     24,     68,       ,OPP    ,     27,   2.00,   2.44,     65,     68,      8,     10,   0.30,Part ch,       ,04/04/2022 02:22:00,04/04/2022 02:31:00,      0,
    157,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.44,     31,     68,     12,     11,   0.32,Full ch,       ,04/04/2022 02:36:00,04/04/2022 06:54:00,      0,
    156,                   ,    600,     24,     68,       ,OPP    ,     18,   1.98,   2.43,     48,     68,     22,     27,   0.78,Part ch,       ,04/04/2022 07:53:00,04/04/2022 08:16:00,      0,
    155,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.44,     72,     68,     28,     38,   1.09,Part ch,       ,04/04/2022 09:55:00,04/04/2022 10:24:00,      0,
    154,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.26,     79,     68,      7,      9,   0.26,Part ch,DF4    ,04/04/2022 11:45:00,04/04/2022 11:53:00,   4096,
    153,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.32,     79,     68,     38,     51,   1.42,Part ch,DF4    ,04/04/2022 12:56:00,04/04/2022 13:36:00,   4096,
    152,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.24,     79,     68,     13,     18,   0.49,Part ch,DF4    ,04/04/2022 15:08:00,04/04/2022 15:22:00,   4096,
    151,                   ,    600,     24,     68,       ,OPP    ,      5,   1.91,   2.43,     30,     68,    143,    161,   4.60,Full ch,DF4    ,04/04/2022 16:23:00,04/04/2022 18:47:00,   4096,
    150,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.43,     45,     68,     50,     61,   1.77,Part ch,       ,04/05/2022 02:09:00,04/05/2022 03:00:00,      0,
    149,                   ,    600,     24,     68,       ,OPP    ,     57,   2.07,   2.43,     30,     68,     23,     17,   0.50,Full ch,       ,04/05/2022 03:12:00,04/05/2022 06:44:00,      0,
    148,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.44,     31,     68,      5,      4,   0.14,Full ch,       ,04/05/2022 06:48:00,04/05/2022 06:54:00,      0,
    147,                   ,    600,     24,     68,       ,OPP    ,     31,   2.01,   2.43,     31,     68,     25,     25,   0.73,Part ch,       ,04/05/2022 07:41:00,04/05/2022 08:07:00,      0,
    146,                   ,    600,     24,     68,       ,OPP    ,     22,   1.99,   2.41,     79,     68,     23,     30,   0.86,Part ch,       ,04/05/2022 09:57:00,04/05/2022 10:21:00,      0,
    145,                   ,    600,     24,     68,       ,OPP    ,      9,   1.97,   2.27,     79,     68,     14,     19,   0.52,Part ch,DF4    ,04/05/2022 11:52:00,04/05/2022 12:07:00,   4096,
    144,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.32,     79,     68,     36,     48,   1.35,Part ch,DF4    ,04/05/2022 12:57:00,04/05/2022 13:34:00,   4096,
    143,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.23,     79,     68,     11,     15,   0.40,Part ch,DF4    ,04/05/2022 14:46:00,04/05/2022 14:58:00,   4096,
    142,                   ,    600,     24,     68,       ,OPP    ,      5,   1.92,   2.28,     79,     68,     36,     48,   1.33,Part ch,DF4    ,04/05/2022 16:22:00,04/05/2022 16:59:00,   4096,
    141,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.43,     30,     68,    146,    159,   4.58,Full ch,DF4    ,04/05/2022 18:46:00,04/05/2022 23:57:00,   4096,
    140,                   ,    600,     24,     68,       ,OPP    ,     21,   1.99,   2.43,     30,     68,     64,     68,   1.97,Full ch,       ,04/06/2022 00:44:00,04/06/2022 06:53:00,      0,
    139,                   ,    600,     24,     68,       ,OPP    ,     31,   2.01,   2.43,     30,     68,     29,     29,   0.85,Full ch,       ,04/06/2022 07:36:00,04/06/2022 08:15:00,      0,
    138,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.43,     57,     68,     25,     32,   0.93,Part ch,       ,04/06/2022 09:57:00,04/06/2022 10:22:00,      0,
    137,                   ,    600,     24,     68,       ,OPP    ,     14,   1.98,   2.26,     79,     68,      9,     12,   0.33,Part ch,       ,04/06/2022 11:51:00,04/06/2022 12:01:00,      0,
    136,                   ,    600,     24,     68,       ,OPP    ,      8,   1.96,   2.33,     80,     68,     37,     50,   1.39,Part ch,DF4    ,04/06/2022 12:58:00,04/06/2022 13:36:00,   4096,
    135,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.25,     80,     68,     12,     16,   0.45,Part ch,DF4    ,04/06/2022 15:08:00,04/06/2022 15:21:00,   4096,
    134,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.22,     80,     68,      5,      7,   0.20,Part ch,DF4    ,04/06/2022 16:21:00,04/06/2022 16:27:00,   4096,
    133,                   ,    600,     24,     68,       ,OPP    ,      5,   1.90,   2.43,     30,     68,    161,    178,   5.10,Full ch,DF4    ,04/06/2022 20:20:00,04/07/2022 06:47:00,   4096,
    132,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.44,     52,     68,      3,      3,   0.10,Part ch,       ,04/07/2022 06:51:00,04/07/2022 06:54:00,      0,
    131,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.44,     38,     68,     22,     24,   0.71,Full ch,       ,04/07/2022 07:47:00,04/07/2022 08:10:00,      0,
    130,                   ,    600,     24,     68,       ,OPP    ,     20,   1.99,   2.38,     79,     68,     24,     32,   0.90,Part ch,       ,04/07/2022 09:55:00,04/07/2022 10:19:00,      0,
    129,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   2.23,     79,     68,      8,     10,   0.29,Part ch,DF4    ,04/07/2022 11:51:00,04/07/2022 11:59:00,   4096,
    128,                   ,    600,     24,     68,       ,OPP    ,      5,   1.94,   2.28,     80,     68,     37,     50,   1.38,Part ch,DF4    ,04/07/2022 12:55:00,04/07/2022 13:33:00,   4096,
    127,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.22,     80,     68,     10,     14,   0.39,Part ch,DF4    ,04/07/2022 14:47:00,04/07/2022 14:58:00,   4096,
    126,                   ,    600,     24,     68,       ,OPP    ,      5,   1.91,   2.21,     80,     68,      4,      5,   0.14,Part ch,DF4    ,04/07/2022 15:50:00,04/07/2022 15:55:00,   4096,
    125,                   ,    600,     24,     68,       ,OPP    ,      5,   1.90,   2.17,     78,     68,      7,     10,   0.26,Part ch,DF4    ,04/07/2022 16:24:00,04/07/2022 16:32:00,   4096,
    124,                   ,    600,     24,     68,       ,OPP    ,      5,   1.86,   2.43,     41,     68,    524,    418,  12.04,Full ch,DF4    ,04/07/2022 17:08:00,04/08/2022 01:53:00,   4096,
    123,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.43,     41,     68,     36,     27,   0.81,Full ch,       ,04/08/2022 01:58:00,04/08/2022 02:35:00,      0,
    122,                   ,    600,     24,     68,       ,OPP    ,     46,   2.04,   2.44,     54,     68,    153,    125,   3.69,Full ch,DF7    ,04/08/2022 02:49:00,04/08/2022 09:12:00,    256,
    121,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   3.11,      0,     68,     38,     50,   1.38,Full ch,       ,04/08/2022 12:59:00,04/08/2022 13:38:00,  16384,
    120,                   ,    600,     24,     68,       ,OPP    ,     25,   2.00,   2.28,     80,     68,     26,     35,   0.97,Part ch,       ,04/08/2022 16:03:00,04/08/2022 16:30:00,      0,
    119,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.43,     30,     68,    126,    136,   3.91,Full ch,       ,04/09/2022 02:31:00,04/09/2022 07:14:00,      0,
    118,                   ,    600,     24,     68,       ,OPP    ,     45,   2.03,   2.43,     30,     68,     24,     22,   0.65,Full ch,       ,04/09/2022 07:59:00,04/09/2022 09:33:00,      0,
    117,                   ,    600,     24,     68,       ,OPP    ,     46,   2.03,   2.43,     30,     68,     13,     10,   0.31,Full ch,       ,04/09/2022 16:30:00,04/09/2022 18:35:00,      0,
    116,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.43,     30,     68,     22,     21,   0.61,Full ch,       ,04/10/2022 01:49:00,04/10/2022 05:32:00,      0,
    115,                   ,    600,     24,     68,       ,OPP    ,     29,   2.00,   2.43,     30,     68,     17,     14,   0.42,Full ch,       ,04/11/2022 01:46:00,04/11/2022 06:54:00,      0,
    114,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.44,     38,     68,     21,     24,   0.71,Full ch,       ,04/11/2022 08:07:00,04/11/2022 08:29:00,      0,
    113,                   ,    600,     24,     68,       ,OPP    ,     32,   2.01,   2.44,     66,     68,     25,     33,   0.94,Full ch,       ,04/11/2022 09:58:00,04/11/2022 10:23:00,      0,
    112,                   ,    600,     24,     68,       ,OPP    ,     16,   1.98,   2.53,      0,     68,     10,     12,   0.33,Full ch,       ,04/11/2022 12:21:00,04/11/2022 12:31:00,  16384,
    111,                   ,    600,     24,     68,       ,OPP    ,     16,   1.98,   2.48,      0,     68,     41,     53,   1.49,Full ch,       ,04/11/2022 12:57:00,04/11/2022 13:39:00,  16384,
    110,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.25,      0,     68,     10,     13,   0.36,Full ch,       ,04/11/2022 15:28:00,04/11/2022 15:40:00,  16384,
    109,                   ,    600,     24,     68,       ,OPP    ,     21,   1.99,   2.43,     30,     68,    100,    108,   3.10,Full ch,       ,04/11/2022 16:23:00,04/11/2022 18:54:00,      0,
    108,                   ,    600,     24,     68,       ,OPP    ,     48,   2.04,   2.43,     30,     68,     35,     22,   0.65,Full ch,       ,04/12/2022 01:46:00,04/12/2022 06:59:00,      0,
    107,                   ,    600,     24,     68,       ,OPP    ,     40,   2.02,   2.44,     45,     68,     19,     22,   0.65,Full ch,       ,04/12/2022 07:52:00,04/12/2022 08:11:00,      0,
    106,                   ,    600,     24,     68,       ,OPP    ,     33,   2.01,   2.43,     56,     68,     27,     35,   1.02,Full ch,       ,04/12/2022 09:55:00,04/12/2022 10:23:00,      0,
    105,                   ,    600,     24,     68,       ,OPP    ,     20,   1.99,   2.22,     80,     68,      6,      8,   0.22,Part ch,       ,04/12/2022 11:50:00,04/12/2022 11:57:00,      0,
    104,                   ,    600,     24,     68,       ,OPP    ,      7,   1.96,   2.27,     80,     68,     37,     50,   1.37,Part ch,DF4    ,04/12/2022 12:57:00,04/12/2022 13:35:00,   4096,
    103,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.19,     80,     68,      7,     10,   0.27,Part ch,DF4    ,04/12/2022 15:15:00,04/12/2022 15:23:00,   4096,
    102,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.43,     30,     68,    201,    205,   5.84,Full ch,DF4    ,04/12/2022 16:22:00,04/12/2022 22:06:00,   4096,
    101,                   ,    600,     24,     68,       ,OPP    ,     37,   2.02,   2.43,     39,     68,     44,     52,   1.50,Part ch,       ,04/13/2022 02:09:00,04/13/2022 02:54:00,      0,
    100,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.43,     30,     68,     24,     17,   0.50,Full ch,       ,04/13/2022 03:11:00,04/13/2022 05:40:00,      0,
     99,                   ,    600,     24,     68,       ,OPP    ,     45,   2.03,   2.43,     30,     68,      8,      7,   0.20,Full ch,       ,04/13/2022 05:44:00,04/13/2022 06:42:00,      0,
     98,                   ,    600,     24,     68,       ,OPP    ,     46,   2.04,   2.43,     32,     68,      4,      4,   0.12,Full ch,       ,04/13/2022 06:45:00,04/13/2022 06:50:00,      0,
     97,                   ,    600,     24,     68,       ,OPP    ,     53,   2.06,   2.44,     45,     68,      2,      2,   0.08,Full ch,       ,04/13/2022 08:19:00,04/13/2022 08:22:00,      0,
     96,                   ,    600,     24,     68,       ,OPP    ,     57,   2.06,   2.43,     37,     68,     17,     13,   0.40,Full ch,       ,04/13/2022 10:07:00,04/13/2022 10:25:00,      0,
     95,                   ,    600,     24,     68,       ,OPP    ,     13,   1.97,   2.27,     80,     68,     37,     50,   1.36,Part ch,       ,04/13/2022 12:58:00,04/13/2022 13:36:00,      0,
     94,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   3.33,      0,     68,     24,     31,   0.83,Full ch,DF4    ,04/13/2022 15:39:00,04/13/2022 16:03:00,  20480,
     93,                   ,    600,     24,     68,       ,OPP    ,     32,   2.01,   2.26,     80,     68,     35,     47,   1.29,Part ch,       ,04/13/2022 16:22:00,04/13/2022 16:58:00,      0,
     92,                   ,    600,     24,     68,       ,OPP    ,     31,   2.01,   2.44,     30,     68,     98,    106,   3.09,Full ch,       ,04/14/2022 02:24:00,04/14/2022 06:53:00,      0,
     91,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.27,      0,     68,     10,     13,   0.37,Full ch,       ,04/14/2022 08:07:00,04/14/2022 08:18:00,  16384,
     90,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.30,     79,     68,     22,     29,   0.81,Full ch,       ,04/14/2022 09:56:00,04/14/2022 10:19:00,  16384,
     89,                   ,    600,     24,     68,       ,OPP    ,     20,   1.99,   2.22,     80,     68,      7,     10,   0.27,Part ch,       ,04/14/2022 11:42:00,04/14/2022 11:50:00,      0,
     88,                   ,    600,     24,     68,       ,OPP    ,      7,   1.96,   2.28,     80,     68,     39,     52,   1.43,Part ch,DF4    ,04/14/2022 12:56:00,04/14/2022 13:36:00,   4096,
     87,                   ,    600,     24,     68,       ,OPP    ,      5,   1.96,   2.21,     80,     68,     13,     17,   0.47,Part ch,DF4    ,04/14/2022 15:13:00,04/14/2022 15:27:00,   4096,
     86,                   ,    600,     24,     68,       ,OPP    ,      5,   1.95,   2.43,     30,     68,    143,    158,   4.50,Full ch,DF4    ,04/14/2022 16:20:00,04/14/2022 20:59:00,   4096,
     85,                   ,    600,     24,     68,       ,OPP    ,     46,   2.03,   2.43,     30,     68,     25,     23,   0.69,Full ch,       ,04/15/2022 02:38:00,04/15/2022 06:52:00,      0,
     84,                   ,    600,     24,     68,       ,OPP    ,     34,   2.01,   2.43,     32,     68,     22,     23,   0.66,Part ch,       ,04/15/2022 07:44:00,04/15/2022 08:06:00,      0,
     83,                   ,    600,     24,     68,       ,OPP    ,     30,   2.00,   2.26,      0,     68,     31,     39,   1.11,Full ch,       ,04/15/2022 10:10:00,04/15/2022 10:42:00,  16384,
     82,                   ,    600,     24,     68,       ,OPP    ,     23,   1.99,   2.25,      0,     68,     10,     12,   0.33,Full ch,       ,04/15/2022 11:53:00,04/15/2022 12:03:00,  16384,
     81,                   ,    600,     24,     68,       ,OPP    ,     11,   1.97,   2.31,      0,     68,     42,     56,   1.54,Full ch,       ,04/15/2022 13:15:00,04/15/2022 13:58:00,  16384,
     80,                   ,    600,     24,     68,       ,OPP    ,      6,   1.96,   3.43,      0,     68,      7,      9,   0.25,Full ch,DF4    ,04/15/2022 16:01:00,04/15/2022 16:09:00,  20480,
     79,                   ,    600,     24,     68,       ,OPP    ,     19,   1.98,   3.41,      0,     68,     16,     19,   0.53,Full ch,       ,04/15/2022 16:20:00,04/15/2022 16:36:00,  16384,
     78,                   ,    600,     24,     68,       ,OPP    ,      5,   1.93,   2.43,     30,     68,    166,    184,   5.23,Full ch,DF4    ,04/15/2022 16:40:00,04/16/2022 04:06:00,   4096,
     77,                   ,    600,     24,     68,       ,OPP    ,     43,   2.03,   2.43,     42,     68,     11,     12,   0.36,Full ch,       ,04/16/2022 05:14:00,04/16/2022 05:26:00,      0,
     76,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.43,     36,     68,     18,     18,   0.54,Full ch,       ,04/16/2022 06:18:00,04/16/2022 06:37:00,      0,
     75,                   ,    600,     24,     68,       ,OPP    ,     26,   2.00,   2.32,      0,     68,     35,     46,   1.30,Full ch,       ,04/16/2022 08:24:00,04/16/2022 09:00:00,  16384,
     74,                   ,    600,     24,     68,       ,OPP    ,     35,   2.01,   2.43,     37,     68,     48,     55,   1.60,Full ch,       ,04/16/2022 11:42:00,04/16/2022 12:31:00,      0,
     73,                   ,    600,     24,     68,       ,OPP    ,     36,   2.02,   2.30,      0,     68,     16,     20,   0.56,Full ch,       ,04/16/2022 14:12:00,04/16/2022 14:28:00,  16384,
     72,                   ,    600,     24,     68,       ,OPP    ,     51,   2.05,   2.43,     30,     68,     31,     25,   0.74,Full ch,       ,04/16/2022 14:50:00,04/18/2022 05:27:00,      0,
     71,                   ,    600,     24,     68,       ,OPP    ,     28,   2.00,   2.44,     30,     68,     22,     22,   0.63,Full ch,       ,04/18/2022 06:21:00,04/18/2022 06:52:00,      0,
     70,                   ,    600,     24,     68,       ,OPP    ,     44,   2.03,   2.36,     80,     68,     31,     41,   1.16,Part ch,       ,04/18/2022 08:56:00,04/18/2022 09:27:00,      0,
     69,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.33,     79,     68,     47,     63,   1.77,Part ch,       ,04/18/2022 11:51:00,04/18/2022 12:39:00,      0,
     68,                   ,    600,     24,     68,       ,OPP    ,     38,   2.02,   2.43,     30,     68,    155,    186,   5.36,Full ch,       ,04/18/2022 14:51:00,04/18/2022 18:04:00,      0,
     67,                   ,    600,     24,     68,       ,OPP    ,     59,   2.07,   2.43,     30,     68,     68,     74,   2.17,Full ch,       ,04/19/2022 00:37:00,04/19/2022 04:12:00,      0,
     66,                   ,    600,     24,     68,       ,OPP    ,     79,   2.11,   2.43,     32,     68,      7,      7,   0.22,Full ch,       ,04/19/2022 04:19:00,04/19/2022 05:13:00,      0,
     65,                   ,    600,     24,     68,       ,OPP    ,     76,   2.10,   2.44,     32,     68,      4,      4,   0.11,Full ch,       ,04/19/2022 05:16:00,04/19/2022 05:28:00,      0,
     64,                   ,    600,     24,     68,       ,OPP    ,     50,   2.05,   2.32,     80,     68,     30,     40,   1.12,Part ch,       ,04/19/2022 08:55:00,04/19/2022 09:26:00,      0,
     63,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.30,     80,     68,     47,     62,   1.72,Part ch,       ,04/19/2022 11:51:00,04/19/2022 12:39:00,      0,
     62,                   ,    600,     24,     68,       ,OPP    ,     41,   2.03,   2.43,     30,     68,    137,    164,   4.68,Full ch,       ,04/19/2022 14:49:00,04/19/2022 17:13:00,      0,
     61,                   ,    600,     24,     68,       ,OPP    ,     58,   2.07,   2.44,     30,     68,     67,     74,   2.16,Full ch,       ,04/20/2022 00:36:00,04/20/2022 02:49:00,      0,
